:nemesis	:info	:start-partition	:majority
2	:invoke	:read	nil
2	:ok	:read	918
0	:invoke	:read	nil
0	:ok	:read	925
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	928
2	:invoke	:read	nil
2	:ok	:read	928
0	:invoke	:read	nil
0	:ok	:read	928
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	937
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	937
0	:invoke	:read	nil
0	:ok	:read	937
1	:invoke	:add	4
2	:invoke	:read	nil
1	:ok	:add	4
2	:ok	:read	942
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	946
1	:invoke	:read	nil
2	:invoke	:add	4
1	:ok	:read	946
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	946
0	:invoke	:read	nil
0	:ok	:read	946
1	:invoke	:read	nil
1	:ok	:read	950
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	954
0	:invoke	:read	nil
0	:ok	:read	954
1	:invoke	:read	nil
1	:ok	:read	954
2	:invoke	:read	nil
2	:ok	:read	954
0	:invoke	:read	nil
0	:ok	:read	954
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	957
0	:invoke	:read	nil
1	:invoke	:add	4
0	:ok	:read	957
1	:ok	:add	4
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	961
1	:invoke	:read	nil
0	:ok	:read	961
1	:ok	:read	961
1	:invoke	:read	nil
1	:ok	:read	961
2	:invoke	:read	nil
2	:ok	:read	961
0	:invoke	:read	nil
0	:ok	:read	961
0	:invoke	:read	nil
0	:ok	:read	961
1	:invoke	:add	0
2	:invoke	:add	2
2	:ok	:add	2
1	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	961
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	968
0	:invoke	:read	nil
0	:ok	:read	964
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	968
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	972
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	972
2	:invoke	:read	nil
2	:ok	:read	972
0	:invoke	:read	nil
0	:ok	:read	976
0	:invoke	:read	nil
0	:ok	:read	976
1	:invoke	:read	nil
1	:ok	:read	976
2	:invoke	:read	nil
2	:ok	:read	976
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	981
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	981
1	:invoke	:read	nil
1	:ok	:read	981
2	:invoke	:read	nil
2	:ok	:read	981
0	:invoke	:read	nil
0	:ok	:read	981
0	:invoke	:read	nil
0	:ok	:read	981
1	:invoke	:read	nil
1	:ok	:read	981
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	982
0	:invoke	:read	nil
0	:ok	:read	982
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	982
0	:invoke	:read	nil
0	:ok	:read	984
1	:invoke	:read	nil
1	:ok	:read	985
2	:invoke	:read	nil
2	:ok	:read	985
0	:invoke	:read	nil
0	:ok	:read	984
0	:invoke	:read	nil
0	:ok	:read	984
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	985
0	:invoke	:read	nil
0	:ok	:read	985
0	:invoke	:read	nil
0	:ok	:read	985
1	:invoke	:read	nil
1	:ok	:read	987
2	:invoke	:read	nil
2	:ok	:read	987
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	989
1	:invoke	:read	nil
1	:ok	:read	987
2	:invoke	:read	nil
2	:ok	:read	989
0	:invoke	:read	nil
0	:ok	:read	989
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	989
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	3
1	:invoke	:add	0
1	:ok	:add	0
0	:ok	:add	3
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	1000
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	1002
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	1005
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	1013
0	:invoke	:read	nil
0	:ok	:read	1014
0	:invoke	:read	nil
0	:ok	:read	1014
1	:invoke	:read	nil
1	:ok	:read	1014
2	:invoke	:read	nil
2	:ok	:read	1014
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	1018
1	:invoke	:read	nil
1	:ok	:read	1018
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	1018
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	1018
2	:invoke	:read	nil
2	:ok	:read	1023
0	:invoke	:read	nil
0	:ok	:read	1023
0	:invoke	:read	nil
0	:ok	:read	1023
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	1023
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	1026
1	:invoke	:read	nil
1	:ok	:read	1023
2	:invoke	:read	nil
2	:ok	:read	1026
0	:invoke	:read	nil
0	:ok	:read	1026
0	:invoke	:read	nil
0	:ok	:read	1026
1	:invoke	:read	nil
1	:ok	:read	1023
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	1030
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	1032
2	:invoke	:read	nil
2	:ok	:read	1030
0	:invoke	:read	nil
0	:ok	:read	1032
0	:invoke	:read	nil
0	:ok	:read	1032
1	:invoke	:read	nil
1	:ok	:read	1032
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	1032
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	1037
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	1035
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	1
1	:invoke	:read	nil
1	:ok	:read	1037
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	1037
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	1042
0	:invoke	:read	nil
0	:ok	:read	1042
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	1045
0	:invoke	:read	nil
0	:ok	:read	1045
0	:invoke	:read	nil
0	:ok	:read	1045
1	:invoke	:read	nil
1	:ok	:read	1049
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	1049
0	:invoke	:read	nil
